MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;TIME;ACTIVATION
0.5771;0.0395;0.1201;15;0.0000;0.5000;13.0445;sigmoid
0.5441;0.0398;0.1015;15;0.0000;0.5000;12.0159;relu
0.5764;0.0395;0.1211;15;0.0000;0.5500;31.5737;sigmoid
0.5365;0.0398;0.0976;15;0.0000;0.5500;30.6124;relu
0.6864;0.0390;0.2669;15;0.0000;0.7500;32.2728;sigmoid
0.6602;0.0393;0.1394;15;0.0000;0.7500;31.5240;relu
0.7455;0.0389;0.2380;15;0.0000;0.9500;32.4182;sigmoid
0.7536;0.0390;0.2165;15;0.0000;0.9500;31.6138;relu
0.7361;0.0391;0.2052;15;0.0000;0.9950;32.3715;sigmoid
0.7380;0.0389;0.2440;15;0.0000;0.9950;31.5664;relu
0.5701;0.0395;0.1270;15;0.0000;0.5000;12.9962;sigmoid
0.5465;0.0398;0.1023;15;0.0000;0.5000;12.0294;relu
0.5964;0.0394;0.1600;15;0.0000;0.5500;31.3197;sigmoid
0.5605;0.0399;0.0509;15;0.0000;0.5500;30.3842;relu
0.6402;0.0392;0.1688;15;0.0000;0.7500;32.1053;sigmoid
0.6089;0.0397;0.0756;15;0.0000;0.7500;31.0151;relu
0.7436;0.0387;0.2822;15;0.0000;0.9500;32.5684;sigmoid
0.7408;0.0391;0.2102;15;0.0000;0.9500;32.2040;relu
0.7391;0.0389;0.2468;15;0.0000;0.9950;32.4035;sigmoid
0.7046;0.0390;0.2268;15;0.0000;0.9950;31.8566;relu
0.5636;0.0395;0.1432;15;0.0001;0.5000;12.8917;sigmoid
0.5803;0.0396;0.0845;15;0.0001;0.5000;12.1942;relu
0.5591;0.0395;0.1246;15;0.0001;0.5500;31.4910;sigmoid
0.5719;0.0399;0.0480;15;0.0001;0.5500;30.3625;relu
0.6344;0.0391;0.1720;15;0.0001;0.7500;31.7870;sigmoid
0.6588;0.0394;0.1238;15;0.0001;0.7500;30.5526;relu
0.7407;0.0390;0.2479;15;0.0001;0.9500;32.7158;sigmoid
0.7574;0.0390;0.2236;15;0.0001;0.9500;32.3013;relu
0.7414;0.0389;0.2669;15;0.0001;0.9950;32.5742;sigmoid
0.7374;0.0390;0.2213;15;0.0001;0.9950;32.1600;relu
0.5359;0.0395;0.1237;15;0.0010;0.5000;12.8667;sigmoid
0.5257;0.0398;0.0941;15;0.0010;0.5000;11.9344;relu
0.5353;0.0396;0.1260;15;0.0010;0.5500;30.7675;sigmoid
0.5665;0.0396;0.1140;15;0.0010;0.5500;30.0243;relu
0.6176;0.0392;0.1936;15;0.0010;0.7500;31.3215;sigmoid
0.6243;0.0395;0.1120;15;0.0010;0.7500;29.8801;relu
0.7398;0.0389;0.2473;15;0.0010;0.9500;32.4894;sigmoid
0.7525;0.0390;0.2699;15;0.0010;0.9500;30.3872;relu
0.6953;0.0391;0.1466;15;0.0010;0.9950;32.8105;sigmoid
0.7332;0.0390;0.2183;15;0.0010;0.9950;31.6010;relu
0.5339;0.0395;0.1369;15;0.0100;0.5000;12.9387;sigmoid
0.5596;0.0396;0.1297;15;0.0100;0.5000;11.9490;relu
0.5182;0.0396;0.1119;15;0.0100;0.5500;30.4328;sigmoid
0.5754;0.0394;0.1692;15;0.0100;0.5500;29.9046;relu
0.6396;0.0391;0.2128;15;0.0100;0.7500;30.7038;sigmoid
0.6469;0.0393;0.2124;15;0.0100;0.7500;30.2361;relu
0.7336;0.0389;0.2271;15;0.0100;0.9500;31.1167;sigmoid
0.7474;0.0390;0.2190;15;0.0100;0.9500;29.9266;relu
0.7235;0.0389;0.2516;15;0.0100;0.9950;32.2530;sigmoid
0.7275;0.0389;0.2854;15;0.0100;0.9950;30.2297;relu
0.5169;0.0395;0.1317;15;0.1000;0.5000;12.9054;sigmoid
0.5214;0.0398;0.1092;15;0.1000;0.5000;11.9778;relu
0.4937;0.0397;0.0993;15;0.1000;0.5500;30.7017;sigmoid
0.5236;0.0398;0.0780;15;0.1000;0.5500;29.7172;relu
0.5986;0.0393;0.1619;15;0.1000;0.7500;30.6375;sigmoid
0.6760;0.0392;0.2069;15;0.1000;0.7500;30.0629;relu
0.7398;0.0389;0.2766;15;0.1000;0.9500;30.9013;sigmoid
0.7406;0.0390;0.1926;15;0.1000;0.9500;29.5765;relu
0.7095;0.0389;0.2658;15;0.1000;0.9950;30.4770;sigmoid
0.7497;0.0390;0.2157;15;0.1000;0.9950;29.9321;relu
0.3586;0.0400;0.0370;15;1.0000;0.5000;12.7783;sigmoid
0.5602;0.0398;0.0495;15;1.0000;0.5000;11.9033;relu
0.4890;0.0393;0.1491;15;1.0000;0.5500;30.6553;sigmoid
0.4845;0.0400;0.0273;15;1.0000;0.5500;29.9781;relu
0.5634;0.0393;0.1598;15;1.0000;0.7500;30.5928;sigmoid
0.6525;0.0391;0.1091;15;1.0000;0.7500;30.0366;relu
0.6840;0.0390;0.2197;15;1.0000;0.9500;30.7691;sigmoid
0.7303;0.0392;0.1271;15;1.0000;0.9500;29.7376;relu
0.6917;0.0391;0.1621;15;1.0000;0.9950;30.3393;sigmoid
0.7341;0.0390;0.2166;15;1.0000;0.9950;30.0295;relu
0.5223;0.0393;0.1713;15;10.0000;0.5000;12.7314;sigmoid
0.4533;0.0390;0.1756;15;10.0000;0.5000;12.2296;relu
0.4008;0.0395;0.1471;15;10.0000;0.5500;30.3846;sigmoid
0.4410;0.0389;0.2396;15;10.0000;0.5500;30.0386;relu
0.6043;0.0392;0.1929;15;10.0000;0.7500;30.3942;sigmoid
0.5117;0.0390;0.1960;15;10.0000;0.7500;29.7337;relu
0.7268;0.0390;0.2762;15;10.0000;0.9500;30.5181;sigmoid
0.7137;0.0391;0.1784;15;10.0000;0.9500;29.9219;relu
0.7251;0.0393;0.1276;15;10.0000;0.9950;30.5848;sigmoid
0.7428;0.0388;0.3397;15;10.0000;0.9950;30.3070;relu
0.6639;0.0394;0.1460;20;0.0000;0.5000;13.2512;sigmoid
0.6675;0.0394;0.1473;20;0.0000;0.5000;12.6479;relu
0.6793;0.0393;0.1696;20;0.0000;0.5500;30.9598;sigmoid
0.6680;0.0393;0.1609;20;0.0000;0.5500;30.3340;relu
0.7265;0.0392;0.2302;20;0.0000;0.7500;31.2142;sigmoid
0.7423;0.0391;0.2396;20;0.0000;0.7500;30.5846;relu
0.7581;0.0391;0.1968;20;0.0000;0.9500;31.1094;sigmoid
0.7678;0.0390;0.2452;20;0.0000;0.9500;30.5342;relu
0.7376;0.0390;0.2429;20;0.0000;0.9950;31.5656;sigmoid
0.7510;0.0390;0.2430;20;0.0000;0.9950;30.1599;relu
0.6377;0.0393;0.1810;20;0.0000;0.5000;13.5495;sigmoid
0.5483;0.0398;0.0982;20;0.0000;0.5000;12.4881;relu
0.6130;0.0395;0.1243;20;0.0000;0.5500;32.4297;sigmoid
0.5516;0.0398;0.0966;20;0.0000;0.5500;31.1485;relu
0.6811;0.0392;0.2079;20;0.0000;0.7500;32.2081;sigmoid
0.6470;0.0394;0.1065;20;0.0000;0.7500;31.2529;relu
0.7697;0.0388;0.2521;20;0.0000;0.9500;32.0341;sigmoid
0.7701;0.0389;0.2299;20;0.0000;0.9500;31.2660;relu
0.7491;0.0388;0.2723;20;0.0000;0.9950;32.6019;sigmoid
0.7409;0.0389;0.2475;20;0.0000;0.9950;31.4728;relu
0.6007;0.0395;0.1369;20;0.0000;0.5000;13.4531;sigmoid
0.5588;0.0398;0.0852;20;0.0000;0.5000;12.3929;relu
0.6285;0.0394;0.1597;20;0.0000;0.5500;32.3293;sigmoid
0.5591;0.0397;0.0985;20;0.0000;0.5500;31.1838;relu
0.6503;0.0393;0.1464;20;0.0000;0.7500;32.4102;sigmoid
0.6668;0.0393;0.1844;20;0.0000;0.7500;31.3404;relu
0.7627;0.0388;0.2603;20;0.0000;0.9500;33.1494;sigmoid
0.7440;0.0390;0.2389;20;0.0000;0.9500;32.0370;relu
0.7263;0.0389;0.2749;20;0.0000;0.9950;33.0175;sigmoid
0.7443;0.0389;0.2515;20;0.0000;0.9950;31.8541;relu
0.5878;0.0395;0.1417;20;0.0000;0.5000;13.4498;sigmoid
0.5576;0.0398;0.1032;20;0.0000;0.5000;12.5162;relu
0.5941;0.0395;0.1493;20;0.0000;0.5500;32.7343;sigmoid
0.5947;0.0396;0.1216;20;0.0000;0.5500;31.2951;relu
0.6819;0.0391;0.1801;20;0.0000;0.7500;32.5468;sigmoid
0.6498;0.0394;0.1305;20;0.0000;0.7500;32.1318;relu
0.7404;0.0391;0.1977;20;0.0000;0.9500;32.5266;sigmoid
0.7541;0.0389;0.2221;20;0.0000;0.9500;31.7677;relu
0.7337;0.0390;0.2200;20;0.0000;0.9950;32.7142;sigmoid
0.7417;0.0389;0.2556;20;0.0000;0.9950;31.9565;relu
0.5760;0.0395;0.1181;20;0.0000;0.5000;13.3699;sigmoid
0.5513;0.0398;0.0996;20;0.0000;0.5000;12.3535;relu
0.5689;0.0396;0.1237;20;0.0000;0.5500;32.1809;sigmoid
0.5542;0.0399;0.0583;20;0.0000;0.5500;30.6405;relu
0.6993;0.0390;0.2846;20;0.0000;0.7500;32.5505;sigmoid
0.6154;0.0395;0.1066;20;0.0000;0.7500;31.7644;relu
0.7440;0.0389;0.2380;20;0.0000;0.9500;33.1688;sigmoid
0.7526;0.0390;0.2374;20;0.0000;0.9500;32.0328;relu
0.7530;0.0388;0.2881;20;0.0000;0.9950;32.9995;sigmoid
0.7308;0.0390;0.2483;20;0.0000;0.9950;32.3186;relu
0.5620;0.0395;0.1147;20;0.0000;0.5000;13.3846;sigmoid
0.5618;0.0398;0.0833;20;0.0000;0.5000;12.3650;relu
0.6032;0.0394;0.1579;20;0.0000;0.5500;31.9772;sigmoid
0.5373;0.0398;0.0973;20;0.0000;0.5500;30.6977;relu
0.6791;0.0390;0.2655;20;0.0000;0.7500;32.5944;sigmoid
0.6451;0.0394;0.1833;20;0.0000;0.7500;31.2299;relu
0.7485;0.0387;0.2608;20;0.0000;0.9500;33.4377;sigmoid
0.7412;0.0391;0.2143;20;0.0000;0.9500;32.2147;relu
0.7292;0.0389;0.2601;20;0.0000;0.9950;32.8848;sigmoid
0.7368;0.0391;0.2014;20;0.0000;0.9950;33.2663;relu
0.5488;0.0396;0.1265;20;0.0001;0.5000;13.4053;sigmoid
0.5438;0.0397;0.1037;20;0.0001;0.5000;12.4469;relu
0.5527;0.0395;0.1210;20;0.0001;0.5500;31.4351;sigmoid
0.5367;0.0397;0.0997;20;0.0001;0.5500;30.2539;relu
0.6798;0.0390;0.2745;20;0.0001;0.7500;32.6367;sigmoid
0.6668;0.0393;0.1762;20;0.0001;0.7500;30.9334;relu
0.7296;0.0389;0.2665;20;0.0001;0.9500;33.1169;sigmoid
0.7515;0.0390;0.2360;20;0.0001;0.9500;32.9055;relu
0.7350;0.0388;0.2462;20;0.0001;0.9950;33.3262;sigmoid
0.7564;0.0390;0.2314;20;0.0001;0.9950;32.9664;relu
0.5569;0.0395;0.1232;20;0.0010;0.5000;13.4897;sigmoid
0.5397;0.0397;0.1061;20;0.0010;0.5000;12.6067;relu
0.5547;0.0395;0.1235;20;0.0010;0.5500;31.2591;sigmoid
0.5416;0.0397;0.1000;20;0.0010;0.5500;30.2426;relu
0.6554;0.0390;0.1997;20;0.0010;0.7500;31.7434;sigmoid
0.6078;0.0396;0.0900;20;0.0010;0.7500;30.7909;relu
0.7481;0.0388;0.2552;20;0.0010;0.9500;32.9294;sigmoid
0.7608;0.0389;0.2125;20;0.0010;0.9500;30.8897;relu
0.7268;0.0389;0.2427;20;0.0010;0.9950;33.5201;sigmoid
0.7430;0.0390;0.2473;20;0.0010;0.9950;31.9568;relu
0.5294;0.0395;0.1426;20;0.0100;0.5000;13.4489;sigmoid
0.5052;0.0398;0.0592;20;0.0100;0.5000;12.8593;relu
0.5099;0.0396;0.1068;20;0.0100;0.5500;31.0458;sigmoid
0.5291;0.0398;0.1144;20;0.0100;0.5500;30.1419;relu
0.6379;0.0391;0.2342;20;0.0100;0.7500;31.2229;sigmoid
0.6906;0.0392;0.1974;20;0.0100;0.7500;30.4548;relu
0.7330;0.0388;0.2799;20;0.0100;0.9500;31.4578;sigmoid
0.7496;0.0390;0.2126;20;0.0100;0.9500;30.2720;relu
0.7267;0.0390;0.2167;20;0.0100;0.9950;32.2263;sigmoid
0.7385;0.0391;0.1837;20;0.0100;0.9950;30.2766;relu
0.4741;0.0396;0.0939;20;0.1000;0.5000;13.4132;sigmoid
0.4489;0.0401;0.0269;20;0.1000;0.5000;12.4318;relu
0.5009;0.0396;0.1091;20;0.1000;0.5500;31.2914;sigmoid
0.4989;0.0400;0.0557;20;0.1000;0.5500;30.4704;relu
0.6014;0.0394;0.1491;20;0.1000;0.7500;31.0835;sigmoid
0.6402;0.0394;0.1693;20;0.1000;0.7500;30.0106;relu
0.7270;0.0390;0.2327;20;0.1000;0.9500;30.9622;sigmoid
0.7207;0.0391;0.1334;20;0.1000;0.9500;30.1461;relu
0.7444;0.0388;0.2853;20;0.1000;0.9950;31.5601;sigmoid
0.7097;0.0394;0.1084;20;0.1000;0.9950;30.5895;relu
0.4898;0.0395;0.1415;20;1.0000;0.5000;17.5819;sigmoid
0.5862;0.0394;0.1217;20;1.0000;0.5000;16.7801;relu
0.5266;0.0394;0.1004;20;1.0000;0.5500;31.1883;sigmoid
0.4768;0.0400;0.0238;20;1.0000;0.5500;30.3650;relu
0.5812;0.0393;0.2243;20;1.0000;0.7500;31.1057;sigmoid
0.6742;0.0392;0.1164;20;1.0000;0.7500;30.0038;relu
0.6833;0.0391;0.1875;20;1.0000;0.9500;31.1260;sigmoid
0.7306;0.0392;0.1193;20;1.0000;0.9500;30.4522;relu
0.7091;0.0391;0.1781;20;1.0000;0.9950;31.1376;sigmoid
0.7335;0.0392;0.1493;20;1.0000;0.9950;30.0286;relu
0.4585;0.0395;0.1312;20;10.0000;0.5000;13.5161;sigmoid
0.4384;0.0389;0.2000;20;10.0000;0.5000;12.5534;relu
0.4639;0.0392;0.1490;20;10.0000;0.5500;30.9466;sigmoid
0.4120;0.0393;0.1861;20;10.0000;0.5500;30.1874;relu
0.5948;0.0390;0.2247;20;10.0000;0.7500;31.6281;sigmoid
0.4780;0.0391;0.1976;20;10.0000;0.7500;30.0326;relu
0.7204;0.0391;0.1508;20;10.0000;0.9500;31.1364;sigmoid
0.6784;0.0389;0.2946;20;10.0000;0.9500;29.8895;relu
0.7294;0.0392;0.1078;20;10.0000;0.9950;30.8762;sigmoid
0.5999;0.0397;0.1186;20;10.0000;0.9950;30.5653;relu
